KEGGgene	Module	Organism
syf:Synpcc7942_0592	md:syf_M00001	Synechococcus
syf:Synpcc7942_1443	md:syf_M00001	Synechococcus
syf:Synpcc7942_1261	md:syf_M00001	Synechococcus
syf:Synpcc7942_0245	md:syf_M00001	Synechococcus
syf:Synpcc7942_1742	md:syf_M00001	Synechococcus
syf:Synpcc7942_1116	md:syf_M00001	Synechococcus
syf:Synpcc7942_0469	md:syf_M00001	Synechococcus
syf:Synpcc7942_0639	md:syf_M00001	Synechococcus
syf:Synpcc7942_0098	md:syf_M00001	Synechococcus
syf:Synpcc7942_1261	md:syf_M00002	Synechococcus
syf:Synpcc7942_0245	md:syf_M00002	Synechococcus
syf:Synpcc7942_1742	md:syf_M00002	Synechococcus
syf:Synpcc7942_1116	md:syf_M00002	Synechococcus
syf:Synpcc7942_0469	md:syf_M00002	Synechococcus
syf:Synpcc7942_0639	md:syf_M00002	Synechococcus
syf:Synpcc7942_0098	md:syf_M00002	Synechococcus
syf:Synpcc7942_0639	md:syf_M00003	Synechococcus
syf:Synpcc7942_0469	md:syf_M00003	Synechococcus
syf:Synpcc7942_1116	md:syf_M00003	Synechococcus
syf:Synpcc7942_0245	md:syf_M00003	Synechococcus
syf:Synpcc7942_1742	md:syf_M00003	Synechococcus
syf:Synpcc7942_1261	md:syf_M00003	Synechococcus
syf:Synpcc7942_1443	md:syf_M00003	Synechococcus
syf:Synpcc7942_2335	md:syf_M00003	Synechococcus
syf:Synpcc7942_0505	md:syf_M00003	Synechococcus
syf:Synpcc7942_2334	md:syf_M00004	Synechococcus
syf:Synpcc7942_0529	md:syf_M00004	Synechococcus
syf:Synpcc7942_0039	md:syf_M00004	Synechococcus
syf:Synpcc7942_0604	md:syf_M00004	Synechococcus
syf:Synpcc7942_0584	md:syf_M00004	Synechococcus
syf:Synpcc7942_0538	md:syf_M00004	Synechococcus
syf:Synpcc7942_2297	md:syf_M00004	Synechococcus
syf:Synpcc7942_2029	md:syf_M00004	Synechococcus
syf:Synpcc7942_2113	md:syf_M00005	Synechococcus
syf:Synpcc7942_2334	md:syf_M00006	Synechococcus
syf:Synpcc7942_0529	md:syf_M00006	Synechococcus
syf:Synpcc7942_0039	md:syf_M00006	Synechococcus
syf:Synpcc7942_0538	md:syf_M00007	Synechococcus
syf:Synpcc7942_2297	md:syf_M00007	Synechococcus
syf:Synpcc7942_0604	md:syf_M00007	Synechococcus
syf:Synpcc7942_0584	md:syf_M00007	Synechococcus
syf:Synpcc7942_2334	md:syf_M00008	Synechococcus
syf:Synpcc7942_0529	md:syf_M00008	Synechococcus
syf:Synpcc7942_0017	md:syf_M00008	Synechococcus
syf:Synpcc7942_0612	md:syf_M00009	Synechococcus
syf:Synpcc7942_0903	md:syf_M00009	Synechococcus
syf:Synpcc7942_1719	md:syf_M00009	Synechococcus
syf:Synpcc7942_1198	md:syf_M00009	Synechococcus
syf:Synpcc7942_0641	md:syf_M00009	Synechococcus
syf:Synpcc7942_1533	md:syf_M00009	Synechococcus
syf:Synpcc7942_0314	md:syf_M00009	Synechococcus
syf:Synpcc7942_1007	md:syf_M00009	Synechococcus
syf:Synpcc7942_0612	md:syf_M00010	Synechococcus
syf:Synpcc7942_0903	md:syf_M00010	Synechococcus
syf:Synpcc7942_1719	md:syf_M00010	Synechococcus
syf:Synpcc7942_1198	md:syf_M00011	Synechococcus
syf:Synpcc7942_0641	md:syf_M00011	Synechococcus
syf:Synpcc7942_1533	md:syf_M00011	Synechococcus
syf:Synpcc7942_0314	md:syf_M00011	Synechococcus
syf:Synpcc7942_1007	md:syf_M00011	Synechococcus
syf:Synpcc7942_0612	md:syf_M00012	Synechococcus
syf:Synpcc7942_0903	md:syf_M00012	Synechococcus
syf:Synpcc7942_0973	md:syf_M00014	Synechococcus
syf:Synpcc7942_2197	md:syf_M00015	Synechococcus
syf:Synpcc7942_2243	md:syf_M00015	Synechococcus
syf:Synpcc7942_2265	md:syf_M00015	Synechococcus
syf:Synpcc7942_2058	md:syf_M00015	Synechococcus
syf:Synpcc7942_1001	md:syf_M00016	Synechococcus
syf:Synpcc7942_1848	md:syf_M00016	Synechococcus
syf:Synpcc7942_1847	md:syf_M00016	Synechococcus
syf:Synpcc7942_2136	md:syf_M00016	Synechococcus
syf:Synpcc7942_0943	md:syf_M00016	Synechococcus
syf:Synpcc7942_1927	md:syf_M00016	Synechococcus
syf:Synpcc7942_0262	md:syf_M00016	Synechococcus
syf:Synpcc7942_1001	md:syf_M00017	Synechococcus
syf:Synpcc7942_1848	md:syf_M00017	Synechococcus
syf:Synpcc7942_2090	md:syf_M00017	Synechococcus
syf:Synpcc7942_0371	md:syf_M00017	Synechococcus
syf:Synpcc7942_1714	md:syf_M00017	Synechococcus
syf:Synpcc7942_1372	md:syf_M00017	Synechococcus
syf:Synpcc7942_1001	md:syf_M00018	Synechococcus
syf:Synpcc7942_1848	md:syf_M00018	Synechococcus
syf:Synpcc7942_2090	md:syf_M00018	Synechococcus
syf:Synpcc7942_1440	md:syf_M00018	Synechococcus
syf:Synpcc7942_2612	md:syf_M00018	Synechococcus
syf:Synpcc7942_1782	md:syf_M00018	Synechococcus
syf:Synpcc7942_0139	md:syf_M00019	Synechococcus
syf:Synpcc7942_2434	md:syf_M00019	Synechococcus
syf:Synpcc7942_1552	md:syf_M00019	Synechococcus
syf:Synpcc7942_0626	md:syf_M00019	Synechococcus
syf:Synpcc7942_1029	md:syf_M00019	Synechococcus
syf:Synpcc7942_1501	md:syf_M00020	Synechococcus
syf:Synpcc7942_0485	md:syf_M00020	Synechococcus
syf:Synpcc7942_B2663	md:syf_M00021	Synechococcus
syf:Synpcc7942_2420	md:syf_M00021	Synechococcus
syf:Synpcc7942_B2664	md:syf_M00021	Synechococcus
syf:Synpcc7942_B2623	md:syf_M00021	Synechococcus
syf:Synpcc7942_0171	md:syf_M00021	Synechococcus
syf:Synpcc7942_1466	md:syf_M00021	Synechococcus
syf:Synpcc7942_2501	md:syf_M00022	Synechococcus
syf:Synpcc7942_0525	md:syf_M00022	Synechococcus
syf:Synpcc7942_0915	md:syf_M00022	Synechococcus
syf:Synpcc7942_2467	md:syf_M00022	Synechococcus
syf:Synpcc7942_0894	md:syf_M00022	Synechococcus
syf:Synpcc7942_0232	md:syf_M00022	Synechococcus
syf:Synpcc7942_0212	md:syf_M00022	Synechococcus
syf:Synpcc7942_1003	md:syf_M00023	Synechococcus
syf:Synpcc7942_0400	md:syf_M00023	Synechococcus
syf:Synpcc7942_2123	md:syf_M00023	Synechococcus
syf:Synpcc7942_0408	md:syf_M00023	Synechococcus
syf:Synpcc7942_1197	md:syf_M00023	Synechococcus
syf:Synpcc7942_0411	md:syf_M00023	Synechococcus
syf:Synpcc7942_2143	md:syf_M00023	Synechococcus
syf:Synpcc7942_1915	md:syf_M00024	Synechococcus
syf:Synpcc7942_0881	md:syf_M00024	Synechococcus
syf:Synpcc7942_1915	md:syf_M00025	Synechococcus
syf:Synpcc7942_0783	md:syf_M00026	Synechococcus
syf:Synpcc7942_0813	md:syf_M00026	Synechococcus
syf:Synpcc7942_1995	md:syf_M00026	Synechococcus
syf:Synpcc7942_1829	md:syf_M00026	Synechococcus
syf:Synpcc7942_1481	md:syf_M00026	Synechococcus
syf:Synpcc7942_2087	md:syf_M00026	Synechococcus
syf:Synpcc7942_0125	md:syf_M00026	Synechococcus
syf:Synpcc7942_1030	md:syf_M00026	Synechococcus
syf:Synpcc7942_1030	md:syf_M00026	Synechococcus
syf:Synpcc7942_1519	md:syf_M00026	Synechococcus
syf:Synpcc7942_1896	md:syf_M00028	Synechococcus
syf:Synpcc7942_1496	md:syf_M00028	Synechococcus
syf:Synpcc7942_1433	md:syf_M00028	Synechococcus
syf:Synpcc7942_0943	md:syf_M00028	Synechococcus
syf:Synpcc7942_1896	md:syf_M00028	Synechococcus
syf:Synpcc7942_2514	md:syf_M00029	Synechococcus
syf:Synpcc7942_0009	md:syf_M00029	Synechococcus
syf:Synpcc7942_2475	md:syf_M00029	Synechococcus
syf:Synpcc7942_1198	md:syf_M00032	Synechococcus
syf:Synpcc7942_1001	md:syf_M00033	Synechococcus
syf:Synpcc7942_1848	md:syf_M00033	Synechococcus
syf:Synpcc7942_2463	md:syf_M00034	Synechococcus
syf:Synpcc7942_2043	md:syf_M00034	Synechococcus
syf:Synpcc7942_2249	md:syf_M00034	Synechococcus
syf:Synpcc7942_0628	md:syf_M00034	Synechococcus
syf:Synpcc7942_0923	md:syf_M00034	Synechococcus
syf:Synpcc7942_1992	md:syf_M00034	Synechococcus
syf:Synpcc7942_1993	md:syf_M00034	Synechococcus
syf:Synpcc7942_1994	md:syf_M00034	Synechococcus
syf:Synpcc7942_0510	md:syf_M00034	Synechococcus
syf:Synpcc7942_0608	md:syf_M00034	Synechococcus
syf:Synpcc7942_2463	md:syf_M00035	Synechococcus
syf:Synpcc7942_2460	md:syf_M00035	Synechococcus
syf:Synpcc7942_0618	md:syf_M00035	Synechococcus
syf:Synpcc7942_1029	md:syf_M00036	Synechococcus
syf:Synpcc7942_1198	md:syf_M00036	Synechococcus
syf:Synpcc7942_2505	md:syf_M00039	Synechococcus
syf:Synpcc7942_0004	md:syf_M00048	Synechococcus
syf:Synpcc7942_0925	md:syf_M00048	Synechococcus
syf:Synpcc7942_0958	md:syf_M00048	Synechococcus
syf:Synpcc7942_0588	md:syf_M00048	Synechococcus
syf:Synpcc7942_0003	md:syf_M00048	Synechococcus
syf:Synpcc7942_0818	md:syf_M00048	Synechococcus
syf:Synpcc7942_0819	md:syf_M00048	Synechococcus
syf:Synpcc7942_0819	md:syf_M00048	Synechococcus
syf:Synpcc7942_0851	md:syf_M00048	Synechococcus
syf:Synpcc7942_1428	md:syf_M00048	Synechococcus
syf:Synpcc7942_0441	md:syf_M00048	Synechococcus
syf:Synpcc7942_0927	md:syf_M00048	Synechococcus
syf:Synpcc7942_0315	md:syf_M00048	Synechococcus
syf:Synpcc7942_0396	md:syf_M00048	Synechococcus
syf:Synpcc7942_2409	md:syf_M00049	Synechococcus
syf:Synpcc7942_0315	md:syf_M00049	Synechococcus
syf:Synpcc7942_2213	md:syf_M00049	Synechococcus
syf:Synpcc7942_2497	md:syf_M00049	Synechococcus
syf:Synpcc7942_0098	md:syf_M00049	Synechococcus
syf:Synpcc7942_1831	md:syf_M00050	Synechococcus
syf:Synpcc7942_0189	md:syf_M00050	Synechococcus
syf:Synpcc7942_1191	md:syf_M00050	Synechococcus
syf:Synpcc7942_2497	md:syf_M00050	Synechococcus
syf:Synpcc7942_0098	md:syf_M00050	Synechococcus
syf:Synpcc7942_0488	md:syf_M00051	Synechococcus
syf:Synpcc7942_0486	md:syf_M00051	Synechococcus
syf:Synpcc7942_0711	md:syf_M00051	Synechococcus
syf:Synpcc7942_2122	md:syf_M00051	Synechococcus
syf:Synpcc7942_0670	md:syf_M00051	Synechococcus
syf:Synpcc7942_0488	md:syf_M00051	Synechococcus
syf:Synpcc7942_0486	md:syf_M00051	Synechococcus
syf:Synpcc7942_2385	md:syf_M00051	Synechococcus
syf:Synpcc7942_0290	md:syf_M00051	Synechococcus
syf:Synpcc7942_2592	md:syf_M00051	Synechococcus
syf:Synpcc7942_2569	md:syf_M00051	Synechococcus
syf:Synpcc7942_0506	md:syf_M00052	Synechococcus
syf:Synpcc7942_2497	md:syf_M00052	Synechococcus
syf:Synpcc7942_1954	md:syf_M00052	Synechococcus
syf:Synpcc7942_2497	md:syf_M00053	Synechococcus
syf:Synpcc7942_0931	md:syf_M00060	Synechococcus
syf:Synpcc7942_2371	md:syf_M00060	Synechococcus
syf:Synpcc7942_0929	md:syf_M00060	Synechococcus
syf:Synpcc7942_1449	md:syf_M00060	Synechococcus
syf:Synpcc7942_0932	md:syf_M00060	Synechococcus
syf:Synpcc7942_0017	md:syf_M00061	Synechococcus
syf:Synpcc7942_2291	md:syf_M00063	Synechococcus
syf:Synpcc7942_2289	md:syf_M00063	Synechococcus
syf:Synpcc7942_2288	md:syf_M00063	Synechococcus
syf:Synpcc7942_2290	md:syf_M00063	Synechococcus
syf:Synpcc7942_2339	md:syf_M00064	Synechococcus
syf:Synpcc7942_1884	md:syf_M00064	Synechococcus
syf:Synpcc7942_2564	md:syf_M00082	Synechococcus
syf:Synpcc7942_1379	md:syf_M00082	Synechococcus
syf:Synpcc7942_1595	md:syf_M00082	Synechococcus
syf:Synpcc7942_1956	md:syf_M00082	Synechococcus
syf:Synpcc7942_1456	md:syf_M00082	Synechococcus
syf:Synpcc7942_1455	md:syf_M00082	Synechococcus
syf:Synpcc7942_0537	md:syf_M00083	Synechococcus
syf:Synpcc7942_0684	md:syf_M00083	Synechococcus
syf:Synpcc7942_0930	md:syf_M00083	Synechococcus
syf:Synpcc7942_0126	md:syf_M00083	Synechococcus
syf:Synpcc7942_0918	md:syf_M00086	Synechococcus
syf:Synpcc7942_1457	md:syf_M00089	Synechococcus
syf:Synpcc7942_0394	md:syf_M00093	Synechococcus
syf:Synpcc7942_1933	md:syf_M00095	Synechococcus
syf:Synpcc7942_0430	md:syf_M00096	Synechococcus
syf:Synpcc7942_1513	md:syf_M00096	Synechococcus
syf:Synpcc7942_0681	md:syf_M00096	Synechococcus
syf:Synpcc7942_0310	md:syf_M00096	Synechococcus
syf:Synpcc7942_1170	md:syf_M00096	Synechococcus
syf:Synpcc7942_0713	md:syf_M00096	Synechococcus
syf:Synpcc7942_0073	md:syf_M00096	Synechococcus
syf:Synpcc7942_1933	md:syf_M00096	Synechococcus
syf:Synpcc7942_1984	md:syf_M00097	Synechococcus
syf:Synpcc7942_1983	md:syf_M00097	Synechococcus
syf:Synpcc7942_1512	md:syf_M00097	Synechococcus
syf:Synpcc7942_1246	md:syf_M00097	Synechococcus
syf:Synpcc7942_2062	md:syf_M00097	Synechococcus
syf:Synpcc7942_0596	md:syf_M00112	Synechococcus
syf:Synpcc7942_1973	md:syf_M00114	Synechococcus
syf:Synpcc7942_1881	md:syf_M00115	Synechococcus
syf:Synpcc7942_1448	md:syf_M00115	Synechococcus
syf:Synpcc7942_0951	md:syf_M00115	Synechococcus
syf:Synpcc7942_0106	md:syf_M00115	Synechococcus
syf:Synpcc7942_0105	md:syf_M00115	Synechococcus
syf:Synpcc7942_2188	md:syf_M00116	Synechococcus
syf:Synpcc7942_1435	md:syf_M00116	Synechococcus
syf:Synpcc7942_0774	md:syf_M00116	Synechococcus
syf:Synpcc7942_1020	md:syf_M00116	Synechococcus
syf:Synpcc7942_1021	md:syf_M00116	Synechococcus
syf:Synpcc7942_0597	md:syf_M00116	Synechococcus
syf:Synpcc7942_0091	md:syf_M00117	Synechococcus
syf:Synpcc7942_1964	md:syf_M00117	Synechococcus
syf:Synpcc7942_2588	md:syf_M00117	Synechococcus
syf:Synpcc7942_1910	md:syf_M00117	Synechococcus
syf:Synpcc7942_2055	md:syf_M00117	Synechococcus
syf:Synpcc7942_2324	md:syf_M00118	Synechococcus
syf:Synpcc7942_1029	md:syf_M00119	Synechococcus
syf:Synpcc7942_2381	md:syf_M00119	Synechococcus
syf:Synpcc7942_1151	md:syf_M00119	Synechococcus
syf:Synpcc7942_1808	md:syf_M00120	Synechococcus
syf:Synpcc7942_0292	md:syf_M00120	Synechococcus
syf:Synpcc7942_2007	md:syf_M00120	Synechococcus
syf:Synpcc7942_0273	md:syf_M00120	Synechococcus
syf:Synpcc7942_2393	md:syf_M00121	Synechococcus
syf:Synpcc7942_0504	md:syf_M00121	Synechococcus
syf:Synpcc7942_0645	md:syf_M00121	Synechococcus
syf:Synpcc7942_1792	md:syf_M00121	Synechococcus
syf:Synpcc7942_0967	md:syf_M00121	Synechococcus
syf:Synpcc7942_0272	md:syf_M00121	Synechococcus
syf:Synpcc7942_1086	md:syf_M00121	Synechococcus
syf:Synpcc7942_0674	md:syf_M00121	Synechococcus
syf:Synpcc7942_0849	md:syf_M00121	Synechococcus
syf:Synpcc7942_0137	md:syf_M00121	Synechococcus
syf:Synpcc7942_1072	md:syf_M00122	Synechococcus
syf:Synpcc7942_1386	md:syf_M00122	Synechococcus
syf:Synpcc7942_0957	md:syf_M00122	Synechococcus
syf:Synpcc7942_0211	md:syf_M00122	Synechococcus
syf:Synpcc7942_1441	md:syf_M00122	Synechococcus
syf:Synpcc7942_0990	md:syf_M00122	Synechococcus
syf:Synpcc7942_0454	md:syf_M00122	Synechococcus
syf:Synpcc7942_0027	md:syf_M00123	Synechococcus
syf:Synpcc7942_0031	md:syf_M00123	Synechococcus
syf:Synpcc7942_0030	md:syf_M00123	Synechococcus
syf:Synpcc7942_0419	md:syf_M00123	Synechococcus
syf:Synpcc7942_1194	md:syf_M00124	Synechococcus
syf:Synpcc7942_0070	md:syf_M00124	Synechococcus
syf:Synpcc7942_1432	md:syf_M00125	Synechococcus
syf:Synpcc7942_0203	md:syf_M00125	Synechococcus
syf:Synpcc7942_1432	md:syf_M00125	Synechococcus
syf:Synpcc7942_2244	md:syf_M00125	Synechococcus
syf:Synpcc7942_1624	md:syf_M00125	Synechococcus
syf:Synpcc7942_0492	md:syf_M00125	Synechococcus
syf:Synpcc7942_1597	md:syf_M00126	Synechococcus
syf:Synpcc7942_0040	md:syf_M00126	Synechococcus
syf:Synpcc7942_2272	md:syf_M00126	Synechococcus
syf:Synpcc7942_2303	md:syf_M00126	Synechococcus
syf:Synpcc7942_0040	md:syf_M00126	Synechococcus
syf:Synpcc7942_0944	md:syf_M00126	Synechococcus
syf:Synpcc7942_1058	md:syf_M00127	Synechococcus
syf:Synpcc7942_0576	md:syf_M00127	Synechococcus
syf:Synpcc7942_1096	md:syf_M00127	Synechococcus
syf:Synpcc7942_2379	md:syf_M00127	Synechococcus
syf:Synpcc7942_1057	md:syf_M00127	Synechococcus
syf:Synpcc7942_2567	md:syf_M00127	Synechococcus
syf:Synpcc7942_0973	md:syf_M00129	Synechococcus
syf:Synpcc7942_2582	md:syf_M00131	Synechococcus
syf:Synpcc7942_1763	md:syf_M00131	Synechococcus
syf:Synpcc7942_1037	md:syf_M00133	Synechococcus
syf:Synpcc7942_2043	md:syf_M00133	Synechococcus
syf:Synpcc7942_2249	md:syf_M00133	Synechococcus
syf:Synpcc7942_0628	md:syf_M00133	Synechococcus
syf:Synpcc7942_0369	md:syf_M00135	Synechococcus
syf:Synpcc7942_0489	md:syf_M00135	Synechococcus
syf:Synpcc7942_0282	md:syf_M00140	Synechococcus
syf:Synpcc7942_0777	md:syf_M00140	Synechococcus
syf:Synpcc7942_1180	md:syf_M00145	Synechococcus
syf:Synpcc7942_1181	md:syf_M00145	Synechococcus
syf:Synpcc7942_1182	md:syf_M00145	Synechococcus
syf:Synpcc7942_1743	md:syf_M00145	Synechococcus
syf:Synpcc7942_1343	md:syf_M00145	Synechococcus
syf:Synpcc7942_1344	md:syf_M00145	Synechococcus
syf:Synpcc7942_1345	md:syf_M00145	Synechococcus
syf:Synpcc7942_1346	md:syf_M00145	Synechococcus
syf:Synpcc7942_0309	md:syf_M00145	Synechococcus
syf:Synpcc7942_1977	md:syf_M00145	Synechococcus
syf:Synpcc7942_2091	md:syf_M00145	Synechococcus
syf:Synpcc7942_1439	md:syf_M00145	Synechococcus
syf:Synpcc7942_2092	md:syf_M00145	Synechococcus
syf:Synpcc7942_0609	md:syf_M00145	Synechococcus
syf:Synpcc7942_1976	md:syf_M00145	Synechococcus
syf:Synpcc7942_1415	md:syf_M00145	Synechococcus
syf:Synpcc7942_0413	md:syf_M00145	Synechococcus
syf:Synpcc7942_1982	md:syf_M00145	Synechococcus
syf:Synpcc7942_2234	md:syf_M00145	Synechococcus
syf:Synpcc7942_0314	md:syf_M00149	Synechococcus
syf:Synpcc7942_0641	md:syf_M00149	Synechococcus
syf:Synpcc7942_1533	md:syf_M00149	Synechococcus
syf:Synpcc7942_1767	md:syf_M00153	Synechococcus
syf:Synpcc7942_1766	md:syf_M00153	Synechococcus
syf:Synpcc7942_2600	md:syf_M00154	Synechococcus
syf:Synpcc7942_2601	md:syf_M00154	Synechococcus
syf:Synpcc7942_2602	md:syf_M00155	Synechococcus
syf:Synpcc7942_2603	md:syf_M00155	Synechococcus
syf:Synpcc7942_2604	md:syf_M00155	Synechococcus
syf:Synpcc7942_0202	md:syf_M00156	Synechococcus
syf:Synpcc7942_0336	md:syf_M00157	Synechococcus
syf:Synpcc7942_2315	md:syf_M00157	Synechococcus
syf:Synpcc7942_0335	md:syf_M00157	Synechococcus
syf:Synpcc7942_2316	md:syf_M00157	Synechococcus
syf:Synpcc7942_0337	md:syf_M00157	Synechococcus
syf:Synpcc7942_0331	md:syf_M00157	Synechococcus
syf:Synpcc7942_0333	md:syf_M00157	Synechococcus
syf:Synpcc7942_0334	md:syf_M00157	Synechococcus
syf:Synpcc7942_0332	md:syf_M00157	Synechococcus
syf:Synpcc7942_0424	md:syf_M00161	Synechococcus
syf:Synpcc7942_1389	md:syf_M00161	Synechococcus
syf:Synpcc7942_0893	md:syf_M00161	Synechococcus
syf:Synpcc7942_0655	md:syf_M00161	Synechococcus
syf:Synpcc7942_1637	md:syf_M00161	Synechococcus
syf:Synpcc7942_0656	md:syf_M00161	Synechococcus
syf:Synpcc7942_0697	md:syf_M00161	Synechococcus
syf:Synpcc7942_1177	md:syf_M00161	Synechococcus
syf:Synpcc7942_1176	md:syf_M00161	Synechococcus
syf:Synpcc7942_2331	md:syf_M00162	Synechococcus
syf:Synpcc7942_2332	md:syf_M00162	Synechococcus
syf:Synpcc7942_1231	md:syf_M00162	Synechococcus
syf:Synpcc7942_1232	md:syf_M00162	Synechococcus
syf:Synpcc7942_0113	md:syf_M00162	Synechococcus
syf:Synpcc7942_2426	md:syf_M00162	Synechococcus
syf:Synpcc7942_0475	md:syf_M00162	Synechococcus
syf:Synpcc7942_1479	md:syf_M00162	Synechococcus
syf:Synpcc7942_2049	md:syf_M00163	Synechococcus
syf:Synpcc7942_2048	md:syf_M00163	Synechococcus
syf:Synpcc7942_0535	md:syf_M00163	Synechococcus
syf:Synpcc7942_1002	md:syf_M00163	Synechococcus
syf:Synpcc7942_1322	md:syf_M00163	Synechococcus
syf:Synpcc7942_1250	md:syf_M00163	Synechococcus
syf:Synpcc7942_0977	md:syf_M00165	Synechococcus
syf:Synpcc7942_1426	md:syf_M00165	Synechococcus
syf:Synpcc7942_1427	md:syf_M00165	Synechococcus
syf:Synpcc7942_1116	md:syf_M00165	Synechococcus
syf:Synpcc7942_1742	md:syf_M00165	Synechococcus
syf:Synpcc7942_0245	md:syf_M00165	Synechococcus
syf:Synpcc7942_1443	md:syf_M00165	Synechococcus
syf:Synpcc7942_2335	md:syf_M00165	Synechococcus
syf:Synpcc7942_0505	md:syf_M00165	Synechococcus
syf:Synpcc7942_0538	md:syf_M00165	Synechococcus
syf:Synpcc7942_1443	md:syf_M00165	Synechococcus
syf:Synpcc7942_0505	md:syf_M00165	Synechococcus
syf:Synpcc7942_0538	md:syf_M00165	Synechococcus
syf:Synpcc7942_0584	md:syf_M00165	Synechococcus
syf:Synpcc7942_0977	md:syf_M00166	Synechococcus
syf:Synpcc7942_1426	md:syf_M00166	Synechococcus
syf:Synpcc7942_1427	md:syf_M00166	Synechococcus
syf:Synpcc7942_1116	md:syf_M00166	Synechococcus
syf:Synpcc7942_1742	md:syf_M00166	Synechococcus
syf:Synpcc7942_0245	md:syf_M00166	Synechococcus
syf:Synpcc7942_1443	md:syf_M00167	Synechococcus
syf:Synpcc7942_2335	md:syf_M00167	Synechococcus
syf:Synpcc7942_0505	md:syf_M00167	Synechococcus
syf:Synpcc7942_0538	md:syf_M00167	Synechococcus
syf:Synpcc7942_1443	md:syf_M00167	Synechococcus
syf:Synpcc7942_0505	md:syf_M00167	Synechococcus
syf:Synpcc7942_0538	md:syf_M00167	Synechococcus
syf:Synpcc7942_0584	md:syf_M00167	Synechococcus
syf:Synpcc7942_2252	md:syf_M00168	Synechococcus
syf:Synpcc7942_2252	md:syf_M00170	Synechococcus
syf:Synpcc7942_2252	md:syf_M00171	Synechococcus
syf:Synpcc7942_2252	md:syf_M00172	Synechococcus
syf:Synpcc7942_2384	md:syf_M00173	Synechococcus
syf:Synpcc7942_0781	md:syf_M00173	Synechococcus
syf:Synpcc7942_2252	md:syf_M00173	Synechococcus
syf:Synpcc7942_1007	md:syf_M00173	Synechococcus
syf:Synpcc7942_0641	md:syf_M00173	Synechococcus
syf:Synpcc7942_1533	md:syf_M00173	Synechococcus
syf:Synpcc7942_0314	md:syf_M00173	Synechococcus
syf:Synpcc7942_1719	md:syf_M00173	Synechococcus
syf:Synpcc7942_0903	md:syf_M00173	Synechococcus
syf:Synpcc7942_0295	md:syf_M00176	Synechococcus
syf:Synpcc7942_0939	md:syf_M00176	Synechococcus
syf:Synpcc7942_0939	md:syf_M00176	Synechococcus
syf:Synpcc7942_2506	md:syf_M00176	Synechococcus
syf:Synpcc7942_0019	md:syf_M00176	Synechococcus
syf:Synpcc7942_1944	md:syf_M00307	Synechococcus
syf:Synpcc7942_0143	md:syf_M00307	Synechococcus
syf:Synpcc7942_1068	md:syf_M00307	Synechococcus
syf:Synpcc7942_1198	md:syf_M00307	Synechococcus
syf:Synpcc7942_2384	md:syf_M00307	Synechococcus
syf:Synpcc7942_0017	md:syf_M00308	Synechococcus
syf:Synpcc7942_0245	md:syf_M00308	Synechococcus
syf:Synpcc7942_1116	md:syf_M00308	Synechococcus
syf:Synpcc7942_1443	md:syf_M00344	Synechococcus
syf:Synpcc7942_2335	md:syf_M00344	Synechococcus
syf:Synpcc7942_1443	md:syf_M00345	Synechococcus
syf:Synpcc7942_0282	md:syf_M00346	Synechococcus
syf:Synpcc7942_2160	md:syf_M00346	Synechococcus
syf:Synpcc7942_0639	md:syf_M00346	Synechococcus
syf:Synpcc7942_2252	md:syf_M00346	Synechococcus
syf:Synpcc7942_2079	md:syf_M00357	Synechococcus
syf:Synpcc7942_1352	md:syf_M00357	Synechococcus
syf:Synpcc7942_2589	md:syf_M00358	Synechococcus
syf:Synpcc7942_1933	md:syf_M00364	Synechococcus
syf:Synpcc7942_0776	md:syf_M00364	Synechococcus
syf:Synpcc7942_2463	md:syf_M00368	Synechococcus
syf:Synpcc7942_0781	md:syf_M00374	Synechococcus
syf:Synpcc7942_2252	md:syf_M00374	Synechococcus
syf:Synpcc7942_0641	md:syf_M00374	Synechococcus
syf:Synpcc7942_1533	md:syf_M00374	Synechococcus
syf:Synpcc7942_0314	md:syf_M00374	Synechococcus
syf:Synpcc7942_2564	md:syf_M00376	Synechococcus
syf:Synpcc7942_1379	md:syf_M00376	Synechococcus
syf:Synpcc7942_1595	md:syf_M00376	Synechococcus
syf:Synpcc7942_1956	md:syf_M00376	Synechococcus
syf:Synpcc7942_0641	md:syf_M00376	Synechococcus
syf:Synpcc7942_1533	md:syf_M00376	Synechococcus
syf:Synpcc7942_0314	md:syf_M00376	Synechococcus
syf:Synpcc7942_1007	md:syf_M00376	Synechococcus
syf:Synpcc7942_0777	md:syf_M00377	Synechococcus
syf:Synpcc7942_1309	md:syf_M00377	Synechococcus
syf:Synpcc7942_0892	md:syf_M00378	Synechococcus
syf:Synpcc7942_0686	md:syf_M00378	Synechococcus
syf:Synpcc7942_0428	md:syf_M00432	Synechococcus
syf:Synpcc7942_1410	md:syf_M00432	Synechococcus
syf:Synpcc7942_1898	md:syf_M00432	Synechococcus
syf:Synpcc7942_2548	md:syf_M00432	Synechococcus
syf:Synpcc7942_1505	md:syf_M00432	Synechococcus
syf:Synpcc7942_1001	md:syf_M00525	Synechococcus
syf:Synpcc7942_1848	md:syf_M00525	Synechococcus
syf:Synpcc7942_1847	md:syf_M00525	Synechococcus
syf:Synpcc7942_2136	md:syf_M00525	Synechococcus
syf:Synpcc7942_1927	md:syf_M00525	Synechococcus
syf:Synpcc7942_0262	md:syf_M00525	Synechococcus
